346	3480	890	89	877.9	89	11.6	0.255747126437	1.0
805	6910	130	13	147.1	13	16.2	0.0188133140376	1.0
543	330	330	33	389.2	41	11.7	1.0	1.24242424242
515	3480	100	10	115.7	10	28.9	0.0287356321839	1.0
205	3480	110	11	92.7	11	16.4	0.0316091954023	1.0
546	180	180	13	51.4	16	5.0	1.0	1.23076923077
218	3470	690	69	671.1	69	19.4	0.198847262248	1.0
226	3470	920	92	939.5	93	19.6	0.265129682997	1.01086956522
538	3630	3630	363	3595.3	364	5.1	1.0	1.00275482094
361	210	170	7	15.7	8	4.8	0.809523809524	1.14285714286
188	3480	150	15	128.8	15	20.0	0.0431034482759	1.0
218	3470	350	35	399.3	40	32.4	0.100864553314	1.14285714286
531	630	630	63	668.9	84	7.7	1.0	1.33333333333
842	6910	80	8	78.1	8	20.7	0.0115774240232	1.0
558	80	40	4	12.0	5	7.2	0.5	1.25
218	3480	2460	246	2444.7	246	12.3	0.706896551724	1.0
235	3470	110	11	113.5	11	39.3	0.0317002881844	1.0
443	110	110	11	106.8	14	15.4	1.0	1.27272727273
564	80	50	5	11.8	6	3.0	0.625	1.2
372	3490	340	34	323.9	36	8.3	0.0974212034384	1.05882352941
251	3470	30	3	73.9	5	30.3	0.00864553314121	1.66666666667
478	140	140	14	103.7	15	5.4	1.0	1.07142857143
489	90	90	9	35.9	9	8.8	1.0	1.0
247	290	60	6	43.0	6	9.1	0.206896551724	1.0
363	2010	1300	121	1270.7	121	3.5	0.646766169154	1.0
553	110	110	10	102.2	17	24.7	1.0	1.7
463	210	210	21	212.1	28	8.2	1.0	1.33333333333
221	3480	170	17	148.4	17	17.8	0.0488505747126	1.0
216	3480	320	32	305.3	34	17.2	0.0919540229885	1.0625
882	6910	40	4	47.4	4	17.5	0.00578871201158	1.0
371	3480	40	4	23.6	4	11.4	0.0114942528736	1.0
251	3470	40	4	29.5	4	14.7	0.0115273775216	1.0
521	160	160	16	150.2	17	19.6	1.0	1.0625
229	3470	60	6	42.8	6	15.4	0.0172910662824	1.0
227	3470	280	28	259.8	28	15.4	0.0806916426513	1.0
217	3470	250	25	244.3	25	14.0	0.0720461095101	1.0
285	3480	100	10	177.3	24	34.2	0.0287356321839	2.4
355	3480	370	37	341.9	37	3.6	0.10632183908	1.0
492	320	320	32	284.0	33	6.2	1.0	1.03125
547	90	90	9	120.6	20	11.6	1.0	2.22222222222
452	360	360	36	399.3	37	78.7	1.0	1.02777777778
467	90	90	9	55.9	10	8.3	1.0	1.11111111111
411	130	130	13	101.5	20	5.8	1.0	1.53846153846
